text,label
功能性消化不良（ＦＤ）是常见的消化系统疾病之一，发病率高，严重影响患者的生活质量。临床表现为餐后饱胀感、早饱、上腹痛或烧灼感等。ＦＤ主要包括动力障碍型消化不良、溃疡型消化不良以及非特异性消化不良。中医药在治疗ＦＤ方面具有独特的自身优势。,"{'餐后饱胀感': '临床表现', '早饱': '临床表现', '上腹痛': '临床表现', '烧灼感': '临床表现'}"
加减柴胡桂枝干姜汤治疗功能性消化不良临床观察,{'功能性消化不良': '西医诊断'}
３个月后腹满消除，水肿退尽，神振纳复，面色转如常人,"{'腹满': '临床表现', '水肿': '临床表现'}"
故考虑病人咳嗽不属少阴咳嗽，而属肺阴亏耗之内伤咳嗽,"{'咳嗽': '临床表现', '肺阴亏耗': '中医证候', '内伤咳嗽': '中医诊断'}"
随后用甘露消毒丹内服数天，痊愈出院,{'甘露消毒丹': '方剂'}
消脂康配方颗粒治疗非酒精性脂肪肝临床研究,{'非酒精性脂肪肝': '西医诊断'}
方法：采用胃复方（党参、白术、柴胡、陈皮、莪术、佛手、半夏曲、生姜等）治疗本病７８例，并设对照组观察,"{'胃复方': '方剂', '党参': '中药', '柴胡': '中药', '陈皮': '中药', '莪术': '中药', '佛手': '中药', '半夏曲': '中药', '生姜': '中药'}"
解析：《金匮要略·黄疸病》：“谷疸之为病，寒热不食，食即头眩，心胸不安，久久发黄，为谷疸，茵陈蒿汤主之”,{'茵陈': '中药'}
方法：选择我院慢性萎缩性胃炎（脾虚胃热血瘀证）患者１２０例，依照随机数字表法分为观察组（ｎ＝６０，给予参夏二术汤治疗）和对照组（ｎ＝６０，给予胃复春治疗），观察治疗前后患者的临床症状改善情况，比较其血流变学指标、血管黏膜相关因子,"{'脾虚胃热血瘀': '中医证候', '参夏二术汤': '方剂'}"
双屏散治疗小儿反复呼吸道感染伴胃食道反流２７例,"{'双屏散': '方剂', '小儿反复呼吸道感染': '西医诊断'}"
胃炎；萎缩性；胃灵汤；螺杆菌；幽门；慢性病；,{'胃灵汤': '方剂'}
方用：生黄芪９０ｇ,{'生黄芪': '中药'}
复方畅胃宁治疗功能性消化不良５２例,"{'复方畅胃宁': '中医治疗', '功能性消化不良': '西医诊断'}"
方法：将３８例患者随机分为２组各１９例，治疗组用四逆散加味治疗，对照组用四磨汤口服液治疗,{'四逆散加味': '方剂'}
［目的］评价针药结合分型辨治老年功能性便秘的临床疗效,{'老年功能性便秘': '西医诊断'}
四逆散加味治疗肝胃不和型功能性消化不良５０例,"{'肝胃不和': '中医证候', '功能性消化不良': '西医诊断'}"
中医诊断：妊娠黄疸，证属湿热俱盛,"{'妊娠黄疸': '中医诊断', '湿热俱盛': '中医证候'}"
功能性消化不良；乌灵胶囊；莫沙必利,"{'功能性消化不良': '西医诊断', '乌灵胶囊': '中医治疗'}"
治疗组４２例，采用自拟方中药健胃合剂配合针刺治疗,{'针刺': '中医治疗'}
小陷胸汤治疗胃脘痛６９例,"{'小陷胸汤': '方剂', '胃脘痛': '中医诊断'}"
莪术、片姜黄活血化瘀,{'活血化瘀': '中医治则'}
延胡索、三七活血化瘀止痛,{'延胡索': '中药'}
益肠汤治疗腹泻型肠易激综合征３８例,{'益肠汤': '方剂'}
观其面色青黄，行动无力，自述食凉饭或吸凉气后，腹胀痞满加重，口淡无味，动则心悸气短,"{'面色青黄': '临床表现', '行动无力': '临床表现', '口淡无味': '临床表现', '动则心悸气短': '临床表现'}"
原方去干姜，加麦冬１０ｇ，益母草２０ｇ，生姜１０ｇ,{'干姜': '中药'}
健脾化痰法对非酒精性脂肪肝血清ＳＯＤ和ＭＤＡ的影响,{'非酒精性脂肪肝': '西医诊断'}
［９０１９２０２］车前番泻颗粒；莫沙必利，枸橼酸；便秘，功能性，老年；,{'车前番泻颗粒': '中医治疗'}
消化不良／中医药疗法，补气剂／治疗应用，理气剂／治疗应用，＠加味枳实消痞汤,{'加味枳实消痞汤': '方剂'}
结论：电针刺激内关和足三里对功能性消化不良的治疗作用可能与神经肽Ｙ和胃动素的调节有关,{'电针': '中医治疗'}
面色黄黯，神情淡漠，卧床不起，腹部鼓胀膨隆，已有腹水内积，肝脏肿大，触之稍硬，小腹坠胀，小便短少，饮食不进,"{'面色黄黯': '临床表现', '神情淡漠': '临床表现', '卧床不起': '临床表现', '腹部鼓胀膨隆': '临床表现', '腹水内积': '临床表现', '肝脏肿大': '临床表现', '小腹坠胀': '临床表现', '小便短少': '临床表现', '饮食不进': '临床表现'}"
结论：胃炎方治疗脾胃湿热型慢性萎缩性胃炎可改善氧化应激状态，减轻炎症状态，促进Ｇ－１７的分泌，提高疗效,"{'脾胃湿热': '中医证候', '慢性萎缩性胃炎': '西医诊断'}"
目的：客观评价指针结合竹药罐治疗脾胃虚弱型功能性消化不良的临床疗效，并初步探讨其机理,"{'指针': '中医治疗', '竹药罐': '中医治疗', '脾胃虚弱': '中医证候', '功能性消化不良': '西医诊断'}"
目的：观察健脾化湿、清肝通络治疗非酒精性脂肪肝的疗效,{'非酒精性脂肪肝': '西医诊断'}
查体：Ｔ３７°Ｃ，Ｐ９６次／分，Ｒ２４次／分，ＢＰ１３０／９６ｍｍＨｇ，神识朦胧，皮肤巩膜黄如橘色，乱唤乱叫，躁动不安，头颈正常，心肺（一），腹平软，腹壁静脉不怒张，肝在肋缘下２ｃｍ，脾可及边缘，小便失控，指腕关节可见拍击样震颤，舌红苔黄，脉弦数,"{'神识朦胧': '临床表现', '皮肤巩膜黄如橘色': '临床表现', '乱唤乱叫': '临床表现', '躁动不安': '临床表现', '头颈正常': '临床表现', '腹平软': '临床表现', '苔黄': '临床表现'}"
加减桂枝汤治疗小儿脾胃气虚型功能性消化不良,"{'加减桂枝汤': '方剂', '脾胃气虚': '中医证候'}"
病情逐渐好转，除左颈部瘀肿外，咳嗽，右胁疼痛等症均除,{'右胁疼痛': '临床表现'}
１℃，大便始通，局部阵痛大减，黄疸渐退，舌质偏红，舌根苔黄腻，脉弦细，再拟前方出入：醋柴胡、金钱草、牡蛎（先煎）、茵陈各１５克，焦山栀、郁金、使君子、生大黄（后下）各１０克，木香、炒枳壳各９克，枯矶８克,"{'大便始通': '临床表现', '局部阵痛大减': '临床表现', '黄疸渐退': '临床表现', '舌质偏红': '临床表现', '舌根苔黄腻': '临床表现', '脉弦细': '临床表现', '金钱草': '中药', '牡蛎': '中药', '茵陈': '中药', '焦山栀': '中药'}"
２００５年２月１７日四诊：全腹疼痛逐渐减轻，得温则腹中鸣响，矢气、嗳气较多，饮食尚可，大便微溏，舌苔薄白腻，自觉口苦，脉细弦小数,"{'全腹疼痛逐渐减轻': '临床表现', '得温则腹中鸣响': '临床表现', '矢气': '临床表现', '嗳气': '临床表现', '饮食尚可': '临床表现', '大便微溏': '临床表现', '舌苔薄白腻': '临床表现', '口苦': '临床表现', '脉细弦小数': '临床表现'}"
目的评价大柴胡汤加减方联合黛力新治疗顽固性功能性消化不良（ＦＤ）的疗效,"{'黛力新': '西医治疗', '顽固性功能性消化不良': '西医诊断'}"
结论微创穴位埋线配合心理干预是一种治疗功能性消化不良的有效方法,"{'穴位埋线': '中医治疗', '功能性消化不良': '西医诊断'}"
健脾降浊方；吗叮啉；功能性消化不良；临床疗效,{'功能性消化不良': '西医诊断'}
四诊：服药二个月后患者腹胀、双下肢浮肿症状缓解，饮食及二便正常，复查肝功能基本正常，Ｂ超示：腹水消失，脾厚４２ｍｍ，门静脉１１ｍｍ,{'腹水': '西医诊断'}
胃阴不足之患,{'胃阴不足': '中医证候'}
方法９６例病例均按中医辨证分型治疗，肝郁脾虚型治以痛泻要方加味,"{'肝郁脾虚': '中医证候', '痛泻要方加味': '方剂'}"
脂肝方治疗脾虚痰湿型非酒精性脂肪肝３０例临床观察,{'非酒精性脂肪肝': '西医诊断'}
５６％）和六君子汤治疗组（６９,{'六君子汤': '方剂'}
８月２０日三诊：大便正常，黄色软条，每天１次，腹胀、腹痛消失，饮食有味，食量、体质恢复，能操劳家务，脉沉缓，舌质淡红、少苔、体胖大、舌脉瘀,"{'大便正常': '临床表现', '腹痛': '临床表现', '脉沉缓': '临床表现', '少苔': '临床表现'}"
方法：符合西医功能性消化不良ＲｏｍｅⅢ诊断标准，同时按中医辨证属肝胃不和证型患者２１１例，随机分为２组，治疗组１５９例口服舒肝片，对照组５２例口服复方胃宁片，观察２组患者胃排空疗效,"{'功能性消化不良': '西医诊断', '肝胃不和': '中医证候'}"
此湿邪渐退，脾阳初振，中气不足之象,{'中气不足': '中医证候'}
组间两两比较，食疗＋推拿组与药物组间比较，Ｐ＜０,{'推拿': '中医治疗'}
刻诊：上腹胀痛，乏力，纳差，便溏，稍进油腻则腹泻，小便黄，眠稍差，舌暗红苔薄干微黄,"{'上腹胀痛': '临床表现', '乏力': '临床表现', '纳差': '临床表现', '便溏': '临床表现', '腹泻': '临床表现', '小便黄': '临床表现', '眠稍差': '临床表现', '苔薄干': '临床表现'}"
益脾安胃汤／治疗应用；壮医；药线点灸；慢性萎缩性胃炎,"{'益脾安胃汤': '方剂', '慢性萎缩性胃炎': '西医诊断'}"
目的观察中西药耳穴压豆三联疗法治疗功能性消化不良（ＦＤ）的临床疗效,"{'耳穴压豆': '中医治疗', '功能性消化不良': '西医诊断'}"
氟西汀；西沙比利；功能性消化不良,"{'西沙比利': '西医治疗', '功能性消化不良': '西医诊断'}"
复方蜥蜴散不同微粒组合剂治疗ＣＡＧ阴虚络瘀证临床研究,"{'复方蜥蜴散不同微粒组合剂': '方剂', '阴虚络瘀': '中医证候'}"
故厌食病理虽多，要之不离胃阴亏虚,"{'厌食': '中医诊断', '胃阴亏虚': '中医证候'}"
２ｎｍｏｌ·ｓ－１／Ｌ，中医诊断：水臌，湿热蕴结型,"{'水臌': '中医诊断', '湿热蕴结型': '中医证候'}"
因反复周身水肿３年，加重伴腹胀２周于１９９８年３月１５日来本院就诊,"{'周身水肿': '临床表现', '腹胀': '临床表现'}"
结果与治疗前比较，２组患者治疗后胃脘痞满、口干苦、纳呆、便溏、嘈杂积分均明显降低（Ｐ均＜０,"{'胃脘痞满': '临床表现', '口干苦': '临床表现', '纳呆': '临床表现', '便溏': '临床表现', '嘈杂': '临床表现'}"
脉缓弱，舌苔白滑，舌质含青色,"{'脉缓弱': '临床表现', '舌苔白滑': '临床表现', '舌质含青色': '临床表现'}"
入院时乏力、腹胀明显，尿少、尿黄、身黄伴头晕、便溏,"{'乏力': '临床表现', '头晕': '临床表现', '便溏': '临床表现'}"
方法将６８例患者随机分为治疗组和对照组，治疗组采用指针配合穴位埋线治疗，对照组采用西医治疗，治疗后比较疗效,{'指针': '中医治疗'}
车前番泻颗粒；芪蓉润肠口服液；便秘，功能性，老年；,{'芪蓉润肠口服液': '中医治疗'}
治疗后，２组实证型、虚证型中医证候积分和便秘症状积分均较治疗前下降（Ｐ＜０,"{'实': '中医证候', '虚': '中医证候'}"
治拟健脾和胃、调理中焦、活血解毒，拟《千金》犀角散加茵陈术附汤加减,"{'健脾和胃': '中医治则', '理中': '中医治则', '活血解毒': '中医治则', '犀角散加茵陈术附汤加减': '方剂'}"
茵陈、车前子利湿退黄，使湿邪从小便而去,{'利湿退黄': '中医治则'}
结论健脾理气方能显著缓解脾虚气滞型功能性消化不良患者的临床症状和胃感觉功能，且安全性较好,"{'健脾理气方': '方剂', '脾虚气滞': '中医证候', '功能性消化不良': '西医诊断'}"
方法将８２例符合ＲｏｍｅⅡ诊断标准、医院抑郁量表（ＨＡＤＳ）评定积分＞９分的ＦＤ患者随机分为两组，治疗组４２例予加味逍遥散联合黛力新进行治疗,{'黛力新': '西医治疗'}
病已延至八九天，肤色黄染加深，食纳更少，指纹两关青紫，体温３８,"{'食纳更少': '临床表现', '指纹两关青紫': '临床表现'}"
用干姜、桂枝引活血之品入血分，温通其血脉，湿散瘀化、黄疸告退,"{'干姜': '中药', '桂枝': '中药'}"
非糜烂性反流病，清胃降逆法，管炎灵颗粒,{'非糜烂性反流病': '西医诊断'}
对照组给予生物反馈治疗，观察组给予中药膏方配合生物反馈治疗，２组疗程均为１个月,{'中药膏方': '中医治疗'}
药用党参、茯苓、益智仁、山药各１５克，苍术６克，陈皮１２克，黄芩、茯苓皮、大腹皮各２０＆ｎｂｓｐ,"{'茯苓': '中药', '山药': '中药', '陈皮': '中药', '茯苓皮': '中药', '大腹皮': '中药'}"
目的观察化滞柔肝颗粒联合多烯康胶丸和弹性酶肠溶片治疗非酒精性脂肪肝的疗效,"{'化滞柔肝颗粒': '中医治疗', '非酒精性脂肪肝': '西医诊断'}"
益气健脾；滋阴润肠；功能性便秘,{'功能性便秘': '西医诊断'}
４℃），胃满，呕吐，呃逆，厌油腻，腹胀大，有腹水，腹围９６ｃｍ，小便黄如柏汁，大便稀溏，体倦乏力，精神萎靡,{'呕吐': '临床表现'}
目的：探讨针刺联合中药治疗脾肾阳虚便秘型肠易激综合征的临床观察,"{'针刺': '中医治疗', '便秘型肠易激综合征': '西医诊断'}"
目的：研究联合针刺足三里、内关穴和雷贝拉唑治疗功能性消化不良对比单用西药治疗的效果,{'功能性消化不良': '西医诊断'}
方法：将１２０例腹泻型肠易激综合征患者随机分为子午流注电针组（观察组）和西药组（对照组），每组６０例,{'腹泻型肠易激综合征': '西医诊断'}
伴随明显抑郁患者加合欢皮１０ｇ，郁金１０ｇ，寒热交错者加吴茱萸５ｇ，清半夏１０ｇ，黄连５ｇ，乌贼骨１５ｇ，频繁嗳气患者增加旋覆花１５ｇ）每日１剂，早晚服用联合治疗,"{'合欢皮': '中药', '郁金': '中药', '吴茱萸': '中药', '半夏': '中药', '黄连': '中药', '乌贼骨': '中药'}"
治以和解少阳、温化寒湿法，方用小柴胡汤合茵陈术附汤加减,"{'温化寒湿': '中医治则', '小柴胡汤合茵陈术附汤': '方剂'}"
目的观察胃祺饮加减治疗气虚血瘀型慢性萎缩性胃炎的临床及病理疗效,"{'气虚血瘀': '中医证候', '慢性萎缩性胃炎': '西医诊断'}"
症见：精神萎靡，面目及全身皮肤发黄，其色晦暗不鲜，四末欠温，纳呆，舌质淡，苔白微腻，大便质稀色灰白，小便黄如浓茶,"{'精神萎靡': '临床表现', '面目及全身皮肤发黄，其色晦暗不鲜': '临床表现', '四末欠温': '临床表现', '纳呆': '临床表现', '苔白微腻': '临床表现', '大便质稀色灰白': '临床表现', '小便黄如浓茶': '临床表现'}"
